id,text,sentiment,domain
3590,हे चित्र वापरायला सोपा असून सर्वांना परिचयाचा आहे.,Neutral,मनोरंजन
3591,ही शाळा स्थानिक असा आहे.,Neutral,शिक्षण
3592,"ही कादंबरी खूपच चांगली आहे, पुन्हा एकदा घ्यावासा वाटतो.",Positive,मनोरंजन
3593,"हा संगणक खूप वाईट आहे, मला अजिबात आवडला नाही.",Negative,तंत्रज्ञान
3594,"हा पेन खराब प्रतीचा आहे, माझी फसवणूक झाली असे वाटते.",Negative,शिक्षण
3595,हे कपाट ऑनलाईन मिळणारा आहे.,Neutral,ऑनलाइन व्यापार
3596,"हे घड्याळ खूप महाग आहे, माझा अनुभव खूप वाईट होता.",Negative,ऑनलाइन व्यापार
3597,"हा सोफा अत्यंत सुंदर आहे, पुन्हा एकदा घ्यावासा वाटतो.",Positive,ऑनलाइन व्यापार
3598,"हा कॅमेरा अजिबात चांगला नाही आहे, पैसे पूर्ण वाया गेले.",Negative,तंत्रज्ञान
3599,"हा लॅपटॉप त्रासदायक आहे, मी अजिबात समाधानी नाही.",Negative,तंत्रज्ञान
3600,"ही कादंबरी भरवशाचा आहे, पुन्हा एकदा घ्यावासा वाटतो.",Positive,मनोरंजन
3601,"ही योजना खूप सुंदर आहे, पैशाचे चीज झाले.",Positive,सरकारी सेवा
3602,ही बाटली नवीन असून सर्वांना परिचयाचा आहे.,Neutral,ऑनलाइन व्यापार
3603,हे हॉटेल ठीक असल्याची माहिती मिळाली आहे.,Neutral,प्रवास
3604,हा टीव्ही लहान माझ्याकडे आहे.,Neutral,तंत्रज्ञान
3605,"हे नाटक खूप महाग आहे, त्यामुळे मी निराश झालो.",Negative,मनोरंजन
3606,"हे कुलूप खूप उपयुक्त आहे, वापरताना आनंद मिळतो.",Positive,ऑनलाइन व्यापार
3607,"हा लॅपटॉप एकदम भारी आहे, मला खूप आवडला.",Positive,तंत्रज्ञान
